node:910edge:5313
50	57
24	30
24	53
24	44
0	37
0	26
0	48
19	40
19	36
10	32
18	52
18	31
6	72
18	51
18	7
36	12
27	31
11	7
11	38
11	8
45	55
19	49
72	20
45	36
60	5
60	3
60	36
60	31
60	18
27	12
1	52
0	40
37	17
3	49
3	25
0	30
4	31
65	73
45	39
45	44
45	14
61	55
61	36
61	44
61	31
61	8
47	18
0	51
0	52
43	3
43	12
43	18
43	7
72	67
61	18
29	12
47	40
43	39
43	36
46	15
29	73
11	28
30	7
30	38
30	14
45	42
13	52
43	31
43	0
43	42
60	0
60	13
60	42
60	10
60	7
60	66
47	42
47	0
29	14
29	25
29	42
43	8
43	55
63	37
27	51
43	14
60	14
49	5
34	11
34	1
34	25
34	22
34	15
34	50
34	40
34	8
34	6
34	13
26	57
60	55
43	24
36	38
36	50
36	0
36	31
36	21
36	11
36	32
12	36
36	18
36	13
36	37
36	1
36	15
6	7
29	10
0	42
27	8
11	18
11	42
24	60
4	69
27	13
0	28
71	13
71	0
47	69
47	12
20	17
31	12
55	12
4	18
4	51
4	39
7	51
49	12
31	55
31	18
40	12
40	10
53	24
16	42
7	28
25	5
25	10
25	8
25	3
18	24
18	22
18	12
18	42
57	67
8	31
8	47
8	22
8	25
8	48
14	61
8	36
12	52
39	18
39	2
7	72
7	19
14	36
8	54
8	24
18	25
18	8
49	10
49	3
36	24
39	14
39	66
39	42
39	55
51	14
51	7
14	28
23	0
23	7
23	9
23	14
23	1
23	56
23	10
23	4
23	11
23	22
23	12
23	29
23	27
23	32
23	43
23	61
23	13
23	36
23	19
23	8
23	45
23	47
23	49
23	34
3	52
3	39
44	18
44	14
44	40
44	10
44	53
44	38
44	12
44	24
44	66
47	14
47	8
47	7
47	25
13	22
69	31
66	18
14	66
16	24
16	51
4	22
16	66
16	28
16	30
3	32
74	2
2	74
2	75
3	75
4	75
75	1
75	2
75	5
75	3
74	1
76	1
1	74
77	1
5	74
2	78
2	79
1	79
79	2
0	80
7	80
80	7
80	0
79	78
78	79
78	2
79	1
80	81
0	81
7	81
81	0
81	80
15	82
2	83
4	84
84	4
18	85
85	18
86	46
75	4
87	2
88	89
84	31
90	0
4	91
46	86
18	92
93	2
5	89
5	94
13	95
96	97
2	98
74	5
99	5
100	2
101	54
2	102
102	2
2	103
103	11
104	1
105	46
106	6
2	107
107	2
97	1
1	97
108	109
74	3
74	78
5	78
3	78
78	1
106	0
110	1
110	2
6	106
111	0
111	80
112	0
112	80
113	6
2	97
109	108
114	4
115	2
116	71
117	118
7	108
119	120
119	27
120	27
121	4
122	36
121	123
121	27
123	27
4	108
89	2
18	124
123	47
1	125
96	126
122	17
127	2
3	128
14	75
128	75
2	89
2	128
89	3
102	75
128	14
129	14
130	75
49	122
131	2
124	18
38	129
26	132
55	88
128	10
133	2
5	134
135	14
136	10
137	23
138	2
4	121
3	129
94	5
139	2
53	140
94	1
141	5
30	142
143	5
144	1
5	145
146	24
147	2
76	2
5	142
140	18
148	2
149	2
125	1
135	2
150	2
2	151
152	39
153	2
154	11
155	2
156	2
2	153
157	21
158	159
2	160
2	76
161	2
12	84
2	162
163	164
165	5
166	5
167	3
135	5
168	4
169	2
170	0
171	0
14	172
75	172
3	172
83	2
0	173
87	5
174	86
172	3
175	176
173	54
177	178
8	91
168	179
180	69
140	5
2	172
4	179
2	142
181	25
10	75
129	75
182	183
33	110
145	2
15	184
185	1
186	3
185	2
60	91
130	2
2	146
24	146
187	35
188	3
189	106
86	15
43	91
186	2
190	46
191	2
25	91
192	16
140	2
2	131
1	76
193	3
194	2
18	142
18	87
13	195
196	2
197	2
198	2
169	5
199	200
199	5
184	15
160	2
92	18
2	93
159	12
201	2
192	5
192	3
202	2
142	2
2	87
203	3
204	205
94	18
206	3
155	3
103	5
207	95
208	3
155	5
191	5
154	5
2	140
1	140
209	210
198	5
211	3
212	4
154	2
213	2
125	5
214	5
10	83
133	5
215	7
216	5
103	2
192	2
10	128
5	83
79	40
79	5
155	40
103	3
153	3
7	217
218	2
84	2
157	2
219	15
220	40
220	3
221	5
79	3
222	13
223	33
224	7
78	3
87	12
8	173
102	21
225	16
226	2
227	228
229	15
82	15
82	184
7	230
231	21
12	89
165	2
232	23
89	5
3	89
7	95
3	103
206	2
5	103
220	2
233	15
5	76
5	196
234	5
113	235
236	29
151	2
233	13
5	127
5	140
159	168
145	5
3	130
237	13
8	238
163	20
238	95
239	2
204	54
7	204
240	3
3	202
241	3
242	2
229	184
216	52
243	2
151	5
103	18
150	5
10	194
244	15
230	13
8	205
245	184
246	24
231	2
247	174
3	188
3	127
5	125
248	2
107	14
237	4
249	39
94	39
85	39
221	2
221	145
38	145
38	188
38	250
145	14
145	125
18	94
79	18
251	3
2	145
2	188
2	202
2	127
2	125
2	196
2	115
141	18
141	94
129	39
252	3
252	2
253	17
7	215
254	3
254	5
254	2
255	7
215	13
3	153
2	134
51	83
12	83
3	83
91	0
220	18
232	256
246	3
165	3
225	2
137	3
230	205
7	205
13	205
95	204
95	48
95	205
205	204
95	7
95	54
205	54
257	5
258	4
110	33
202	4
259	21
49	101
101	204
101	95
101	48
260	48
260	13
260	7
42	89
237	37
232	13
232	4
232	8
31	89
134	2
5	166
5	261
87	262
8	204
8	95
8	260
38	187
263	264
265	19
265	114
137	202
137	47
137	21
137	2
3	79
57	182
266	5
267	173
268	8
122	7
185	197
194	83
194	5
137	5
269	5
269	83
246	5
195	31
257	1
24	154
211	5
270	2
270	3
5	194
220	5
241	2
241	5
2	248
49	271
189	6
136	42
136	2
122	0
104	5
272	68
272	116
93	1
109	196
109	202
13	230
230	54
273	13
5	146
14	202
14	127
61	176
2	155
274	2
7	124
149	5
149	12
108	4
275	39
275	18
276	92
164	62
95	0
25	181
25	277
277	25
277	181
278	5
238	101
238	230
238	54
238	7
238	205
238	204
7	238
184	82
45	159
165	1
279	3
279	5
26	189
280	184
99	2
97	2
145	3
84	5
14	145
12	145
199	2
281	2
275	2
275	5
5	199
3	155
282	146
114	195
110	5
188	24
3	94
283	62
4	168
4	153
14	103
254	1
254	16
255	4
284	5
285	5
285	1
20	215
286	5
232	168
216	2
216	12
216	3
102	5
102	10
216	10
198	3
107	3
287	3
157	51
288	3
287	2
289	2
153	5
153	10
239	5
261	5
290	184
290	15
169	16
291	179
179	292
69	179
5	110
31	158
206	1
206	11
264	58
168	69
3	214
293	256
294	256
151	39
134	5
155	23
2	220
2	165
295	7
187	5
296	5
35	297
12	142
87	18
7	195
102	1
102	11
298	4
180	4
299	13
299	7
299	95
204	13
54	204
230	204
48	204
13	204
204	7
204	230
48	205
48	173
48	95
5	75
100	5
100	3
14	89
22	89
42	149
2	149
26	300
26	106
106	300
5	192
301	16
237	7
10	153
40	153
302	3
302	10
302	2
149	3
4	232
216	4
149	40
225	3
303	5
303	103
10	142
304	106
305	242
306	2
214	2
307	242
103	16
5	225
241	225
206	5
206	28
206	40
206	4
211	2
103	28
12	192
286	3
5	153
308	189
309	310
311	40
312	2
242	5
277	131
5	139
233	184
2	313
314	5
314	2
88	2
2	88
2	315
316	18
10	313
93	10
313	93
216	93
12	93
136	33
317	2
178	116
86	174
5	130
2	130
130	172
172	2
128	2
35	172
122	4
75	186
14	186
122	26
187	10
187	130
102	128
10	129
10	102
155	318
319	2
320	321
322	2
323	2
324	2
316	19
325	50
326	0
315	2
327	2
328	2
318	2
329	2
330	2
331	2
332	5
333	2
147	3
334	3
335	12
13	237
156	5
156	3
149	23
317	3
13	233
94	2
94	3
74	77
20	37
2	94
49	114
336	204
223	2
5	149
239	3
4	131
131	96
54	205
7	337
18	231
18	141
201	5
338	256
161	3
5	188
339	39
340	123
341	2
342	2
102	23
102	18
134	18
107	102
102	313
227	45
223	3
343	33
343	1
227	4
227	168
158	4
344	2
283	6
184	233
3	76
180	179
304	182
64	320
2	242
242	30
345	18
131	209
52	140
3	145
6	113
346	113
254	11
254	195
254	21
254	45
254	43
23	202
131	274
218	347
348	5
154	348
349	2
350	351
2	201
88	11
352	19
51	223
353	18
13	228
354	2
354	33
237	0
162	2
355	2
88	94
88	5
94	88
310	4
125	2
125	38
125	43
125	228
40	125
292	298
92	2
356	210
357	2
357	1
333	357
142	1
202	1
358	1
358	21
358	11
358	5
358	45
11	129
36	129
19	122
1	75
2	129
129	3
236	2
3	142
96	30
96	33
96	51
137	1
317	21
359	30
359	1
359	5
12	76
2	185
2	223
0	122
1	128
31	129
266	2
100	30
360	297
361	86
18	275
247	362
247	57
247	58
183	58
183	57
7	122
138	1
3	196
343	5
5	202
165	10
313	2
313	1
107	1
234	11
234	2
234	33
1	137
358	23
358	2
363	364
365	228
366	61
367	46
116	46
137	30
125	14
14	125
368	118
78	74
369	25
37	20
10	195
10	202
10	146
366	91
61	91
186	21
96	23
218	1
8	123
87	202
232	119
232	123
232	45
30	91
202	24
202	146
2	154
370	371
97	5
15	229
78	5
19	326
228	326
114	326
121	326
62	326
246	2
5	92
2	186
186	75
58	346
128	102
372	18
126	2
373	21
295	45
24	188
348	2
374	3
36	122
146	2
146	5
127	24
123	195
121	195
354	3
354	5
375	8
73	351
88	0
82	86
82	233
179	4
143	4
376	4
97	24
2	270
377	2
378	2
86	13
119	195
142	5
47	195
131	18
379	106
72	106
0	106
380	106
381	106
382	6
106	379
383	6
383	106
218	5
248	5
144	2
163	37
384	18
64	385
243	40
2	194
201	12
201	24
7	237
4	248
375	164
5	198
386	62
386	380
386	387
386	50
203	2
42	261
388	2
151	24
151	194
151	12
151	4
7	389
389	237
389	7
390	391
390	5
391	390
391	5
2	358
6	383
256	4
256	7
256	248
7	375
272	392
272	164
214	24
163	7
163	237
191	24
103	10
103	14
150	12
24	194
237	19
157	24
285	2
31	84
393	2
394	2
155	12
206	24
206	194
2	84
4	92
92	5
5	154
244	82
395	4
227	8
360	97
3	88
396	256
31	256
126	96
42	83
42	136
350	397
398	18
398	124
298	124
189	26
399	2
301	2
301	5
301	10
236	38
132	26
400	2
401	2
166	2
178	105
69	180
69	168
159	180
71	362
402	10
403	2
404	2
129	5
38	75
129	10
129	4
75	10
189	13
230	48
230	7
230	95
230	238
230	8
4	256
405	183
405	182
57	183
133	83
107	18
107	5
18	132
199	257
245	15
5	169
183	405
183	182
139	1
139	250
139	21
13	406
231	1
231	202
99	1
42	188
42	127
42	195
233	0
10	127
7	114
7	407
7	119
408	7
155	14
256	18
7	260
347	218
205	13
409	274
410	18
159	69
167	89
2	139
243	14
243	5
139	3
139	23
139	89
139	14
139	12
214	3
214	23
3	139
273	6
273	217
160	23
160	8
343	2
343	3
75	14
231	18
49	173
292	4
292	179
292	69
292	180
140	44
332	1
332	2
168	332
2	332
286	16
14	192
24	103
3	187
3	186
3	102
3	377
311	3
311	5
103	12
203	5
269	16
165	16
51	153
145	153
411	3
411	2
162	5
134	12
10	89
412	2
412	12
5	107
374	2
24	149
159	18
413	27
123	4
380	4
414	158
415	0
416	18
188	1
89	1
417	2
418	2
419	332
417	30
109	4
3	231
3	393
4	399
4	227
4	159
4	158
2	218
2	216
2	191
2	420
2	421
2	422
2	423
2	424
2	425
2	317
2	377
2	251
2	213
2	137
2	342
2	394
2	426
2	167
2	427
2	254
2	428
2	289
2	344
2	429
2	430
2	431
2	432
2	433
2	214
2	198
2	434
4	88
7	88
272	57
272	58
272	6
5	201
2	150
2	435
2	266
2	436
2	301
2	373
2	246
2	133
2	354
2	241
2	206
194	24
194	10
194	14
194	214
2	412
2	355
2	437
2	438
2	439
2	410
2	306
2	388
7	224
107	12
107	40
107	289
107	10
107	84
107	24
107	191
107	89
107	28
107	55
107	75
107	404
107	42
107	218
107	243
107	216
2	440
2	390
2	243
2	441
4	442
2	404
237	273
237	8
7	163
2	92
2	443
2	296
12	201
12	296
12	103
2	287
2	444
2	135
2	445
2	378
2	446
5	447
5	448
79	107
79	14
5	84
5	136
5	165
5	248
5	311
5	137
14	137
14	141
14	449
5	450
5	218
5	301
5	220
5	451
5	302
5	390
5	254
5	348
5	452
5	343
5	373
5	453
5	243
5	454
5	206
5	286
5	378
18	79
18	256
1	455
5	252
252	5
252	28
252	220
3	248
5	285
5	269
456	4
2	221
115	221
115	220
2	457
5	221
5	457
2	458
14	221
14	458
14	246
14	78
2	259
2	348
38	220
38	201
38	254
38	459
145	221
145	220
145	248
145	51
145	12
145	1
145	460
21	259
21	246
21	457
21	354
21	377
33	354
33	393
33	93
33	457
33	348
33	198
2	461
2	462
2	147
2	463
2	464
2	465
2	307
2	305
142	30
142	18
1	220
1	126
30	147
30	137
3	220
91	30
5	223
5	359
0	366
1	332
91	466
91	295
91	227
91	4
142	10
142	359
142	137
142	147
142	223
2	359
3	252
3	269
3	286
3	378
3	354
7	467
3	165
3	206
3	100
3	301
3	287
3	198
3	137
3	193
3	285
5	211
3	211
3	468
3	154
3	246
3	203
3	311
5	157
3	157
5	79
3	208
3	216
3	469
3	470
3	254
3	471
3	225
3	472
3	473
3	93
3	474
14	206
5	214
3	107
3	302
10	79
232	293
3	149
16	216
3	241
3	240
3	303
5	100
3	342
3	288
3	133
40	240
40	155
5	240
5	155
14	240
14	303
5	216
5	303
4	216
204	95
205	95
95	13
95	475
95	476
95	477
95	299
95	336
95	478
95	479
95	480
95	8
95	481
95	255
95	49
95	482
95	215
95	483
95	9
95	101
95	108
95	484
95	337
95	173
7	363
7	268
7	478
7	484
95	363
95	34
95	268
95	20
95	485
95	273
95	486
95	487
95	488
7	265
7	299
95	489
95	265
95	237
95	490
95	467
95	491
95	492
95	493
95	230
95	494
95	122
95	408
95	495
95	207
18	276
17	253
2	211
2	281
2	99
2	199
2	496
2	399
2	333
2	417
32	96
174	280
174	497
11	208
1	498
1	499
60	143
45	500
1	269
258	8
258	55
258	94
45	309
101	13
101	7
101	49
207	7
260	408
260	501
260	101
260	237
260	54
260	122
260	502
260	49
260	484
260	486
260	503
260	487
260	299
260	485
260	476
260	504
260	505
260	506
260	230
260	507
260	8
260	205
260	478
260	477
260	481
260	508
260	336
233	7
509	262
509	510
87	286
87	137
87	201
87	10
13	207
13	299
38	343
38	275
38	152
38	92
1	153
2	261
2	511
127	221
127	220
127	355
127	218
127	457
127	5
127	3
2	512
127	513
127	418
202	5
202	220
202	354
202	457
202	514
202	427
202	3
202	221
250	221
250	427
250	223
250	317
29	221
29	457
29	515
29	516
29	220
188	2
188	14
188	5
188	358
188	427
188	221
188	220
188	25
188	4
351	517
351	427
351	518
117	515
118	519
118	368
520	521
520	522
520	523
520	524
264	525
264	526
264	263
264	527
264	57
528	529
2	148
183	530
8	493
8	268
8	531
376	168
173	299
173	532
173	49
173	7
173	533
173	8
173	268
173	534
173	493
173	267
173	535
173	487
173	536
173	537
122	49
122	54
122	538
17	122
24	93
24	539
24	393
24	83
24	157
24	96
24	511
158	31
158	540
158	541
158	414
158	542
2	197
197	185
2	543
83	5
83	24
83	410
83	133
83	42
83	55
83	254
83	14
83	194
83	149
83	266
83	3
83	44
83	463
83	420
83	358
83	206
194	358
194	254
83	128
83	145
83	544
83	248
83	354
83	107
83	545
5	358
83	38
83	10
5	422
83	216
83	546
83	102
257	199
1	151
1	257
2	285
2	156
2	374
2	275
1	148
33	254
202	333
0	547
0	548
3	279
3	194
153	4
103	240
103	155
103	303
103	100
2	252
2	269
3	457
2	240
2	470
3	411
352	549
352	4
352	176
175	205
175	550
175	478
175	551
175	552
176	553
176	295
176	554
176	552
142	14
142	429
142	40
142	12
142	3
142	378
2	157
2	555
2	391
2	353
104	3
104	2
176	253
176	175
176	556
176	480
176	509
176	557
176	551
176	205
181	277
181	558
181	369
181	559
181	560
181	442
274	409
274	131
0	561
94	79
94	249
5	562
5	191
88	492
2	85
2	418
89	450
89	60
89	31
89	123
89	418
89	218
89	115
89	51
89	12
89	291
89	419
7	293
7	232
7	158
7	310
7	143
7	262
7	476
7	563
4	143
108	237
108	217
108	8
108	13
108	179
108	7
1	216
1	88
1	438
1	378
108	293
133	33
133	21
133	3
4	180
4	298
4	212
4	310
1	94
5	249
5	141
5	242
5	445
5	564
18	410
1	201
1	165
2	341
25	442
25	369
25	558
25	131
277	442
42	246
42	410
8	492
5	162
238	215
238	8
238	299
238	173
238	268
238	49
238	565
238	13
238	34
238	536
7	255
7	481
7	566
7	567
7	568
7	480
7	554
7	569
7	548
7	570
7	475
184	290
184	7
184	571
279	2
279	572
279	165
279	573
574	575
280	15
3	576
3	577
3	281
3	161
2	578
2	402
2	471
4	333
4	579
14	107
2	579
2	286
2	450
5	580
2	454
2	136
2	581
2	582
2	583
2	584
2	100
418	3
84	7
84	24
84	3
63	563
63	184
21	214
61	352
14	220
14	457
14	311
134	213
0	585
2	586
2	587
2	499
2	311
2	357
2	588
199	10
2	562
2	589
2	459
2	590
2	591
2	203
2	303
2	592
2	593
2	322
2	231
2	594
4	289
31	454
5	354
47	595
47	232
47	596
123	7
282	7
282	179
282	8
282	0
121	7
380	596
380	0
380	69
45	195
45	597
45	254
598	599
598	280
119	7
45	232
45	476
45	217
600	601
598	247
0	467
46	183
1	254
1	546
62	280
407	0
407	595
407	280
598	13
21	602
21	311
21	133
21	603
21	562
21	138
5	133
5	203
5	604
195	4
195	10
195	562
195	254
195	217
195	13
195	42
21	605
21	102
21	154
21	139
110	3
195	88
195	201
188	96
188	97
188	606
188	254
188	10
188	138
188	42
21	231
195	114
188	195
110	24
110	254
110	604
110	10
195	7
195	203
21	254
195	30
188	154
188	605
188	218
114	184
114	13
10	211
10	191
10	103
2	302
2	448
2	474
2	236
2	208
2	607
10	216
10	399
10	246
10	206
10	214
10	165
10	468
168	227
3	136
5	287
24	211
24	193
24	206
24	354
5	588
5	275
0	224
0	415
5	499
5	281
5	99
360	279
360	52
3	572
182	57
182	405
182	608
52	609
52	87
52	145
52	239
52	165
52	103
52	201
52	252
52	246
52	416
261	2
261	246
261	133
261	96
261	87
261	201
261	10
261	89
261	254
261	40
261	3
261	468
261	471
261	52
610	64
15	233
82	244
15	244
15	219
15	86
15	245
15	290
15	611
15	612
15	613
15	164
15	614
184	245
15	615
15	616
15	617
15	618
15	619
15	620
15	621
179	291
179	168
179	180
179	547
179	69
258	345
258	7
29	429
29	433
199	3
299	622
1	623
5	624
5	462
5	239
5	427
5	433
5	625
5	626
5	172
5	429
5	463
5	441
5	93
5	627
5	333
5	307
14	441
14	93
14	301
14	628
14	133
14	354
14	343
14	463
14	239
14	302
14	461
14	589
14	87
14	471
12	335
2	166
2	629
2	239
2	468
2	628
2	627
2	630
5	156
2	631
2	144
2	632
2	633
2	634
2	635
2	141
2	636
220	1
220	10
2	637
2	638
2	226
5	631
2	639
2	347
2	640
96	155
2	249
2	641
2	642
2	547
2	643
13	159
4	273
2	453
139	5
139	33
2	345
2	644
2	645
2	646
22	547
22	195
2	647
2	648
2	419
3	223
3	343
3	373
2	649
2	650
2	651
2	652
2	653
2	654
2	577
2	546
2	343
2	655
2	656
2	657
2	187
2	658
0	659
5	151
2	104
2	660
1	141
5	420
5	305
5	592
5	636
5	322
5	656
5	587
5	355
5	317
5	578
5	404
5	246
5	150
5	410
5	661
5	251
5	424
5	662
5	663
5	664
5	660
5	435
5	665
5	649
5	306
5	213
5	279
5	666
5	144
5	241
5	412
5	128
5	231
5	577
5	667
5	187
5	102
5	425
5	259
5	668
5	391
5	669
5	471
5	423
5	670
72	105
72	164
72	671
1	672
276	18
276	79
205	7
204	299
204	49
204	101
204	8
204	336
204	365
204	37
204	484
204	490
204	9
204	122
204	163
204	215
204	480
204	481
204	566
204	486
204	20
204	237
204	207
204	673
204	478
204	108
204	34
204	255
204	48
204	491
204	265
204	467
204	495
204	337
204	273
204	674
204	487
13	550
13	132
13	552
13	224
13	475
13	215
13	675
13	408
13	490
13	273
13	389
13	676
13	493
13	673
13	492
13	295
13	478
13	255
13	480
13	677
13	570
13	548
13	265
13	260
13	484
13	477
48	365
48	299
48	273
48	480
48	490
48	566
48	336
48	550
48	485
48	237
48	678
54	480
54	478
54	679
54	265
54	34
48	224
48	363
48	491
48	478
48	467
48	484
48	268
48	476
48	489
48	475
48	163
48	487
48	255
48	486
109	10
109	40
109	286
109	201
109	217
109	13
38	96
38	107
140	435
2	416
2	680
2	681
2	682
2	683
2	279
2	161
172	14
172	75
172	10
172	35
186	14
65	684
196	5
196	221
196	220
196	4
196	440
196	23
196	685
196	24
196	259
196	358
196	457
196	1
686	7
38	100
38	287
38	457
47	221
47	457
364	230
364	4
364	132
364	478
364	25
364	173
116	177
380	7
380	20
380	31
119	230
119	585
119	164
61	230
47	137
71	687
250	218
250	32
250	457
351	528
123	173
123	25
33	301
21	458
21	306
21	78
202	14
202	436
11	338
11	311
11	165
11	259
1	100
28	103
28	342
14	252
14	154
5	468
225	103
225	28
4	456
192	14
192	342
192	12
192	590
271	49
271	688
3	312
10	257
50	189
171	31
171	595
171	432
10	232
10	642
171	310
171	356
171	548
10	242
72	86
50	480
10	92
91	294
91	36
91	232
91	13
91	642
91	7
91	40
142	216
142	388
91	484
91	548
91	84
91	18
91	500
10	155
10	139
13	510
13	476
13	481
10	345
13	336
13	232
10	251
10	218
10	461
10	162
10	343
1	206
1	144
1	211
1	241
1	145
1	221
1	468
1	83
1	103
28	281
28	242
28	251
28	275
242	275
178	689
10	201
2	690
2	393
2	691
2	692
2	693
2	664
2	694
2	695
5	193
5	473
